uniprot_kb,symbol,synonyms,full_name
Q7T383,ralaa,rala|zgc:64038,v-ral simian leukemia viral oncogene homolog Aa (ras related)
E1C524,RALA,,v-ral simian leukemia viral oncogene homolog A (ras related)
F7GPM1,RALA,,
,RALA,,
P63321,Rala,3010001O15Rik|AW322615|Ral|Rasl1,v-ral simian leukemia viral oncogene A (ras related)
G1PE83,RALA,,
H2QUG6,RALA,,
P63322,Rala,,v-ral simian leukemia viral oncogene homolog A (ras related)
Q28CF3,rala,RAL-A|c-ral|ral,v-ral simian leukemia viral oncogene homolog A (ras related)
,Rala,,
,RALA,,
,RALA,,
,RALA,,
M3WV28,RALA,,
G3TJV2,RALA,,
,RALA,,
,RALA,,
G1TBX7,RALA,,
H0X291,RALA,,
H2MBI9,rala,,
,RALA,,
,RALA,,
I3NE69,Rala,,
H2UAT5,rala,,
A5D977,RALB,,
E2RLB2,RALB,,
Q6DC92,ralba,ralb|zgc:100801,v-ral simian leukemia viral oncogene homolog Ba (ras related)
,RALB,,v-ral simian leukemia viral oncogene homolog B
F7HHM7,RALB,,
F6WB97,RALB,,
Q8CCG5,Q9JIW9,Ralb,5730472O18Rik,v-ral simian leukemia viral oncogene B
,RALB,,
H2QIM9,RALB,,
P36860,Ralb,dRalb,v-ral simian leukemia viral oncogene homolog B
H0V2G1,Ralb,,
,RALB,,
,RALB,,
,RALB,,
M3WYA0,RALB,,
G3UDV0,RALB,,
,RALB,,
G1SQ32,RALB,,
H0XEA9,RALB,,
H2L768,ralb,,
,RALB,,
,RALB,,
I3LY59,Ralb,,
Q3SX43,RRAGA,,
,RRAGA,,
G7NFY4,RRAGA,,
Q80X95,Rraga,1300010C19Rik|AI255374|FIP-1|RAGA,Ras-related GTP binding A
G1PGX0,RRAGA,,
H2QX14,RRAGA,,
Q63486,Rraga,Raga,Ras-related GTP binding A
H0VW32,Rraga,,
,RRAGA,,
,RRAGA,,
,RRAGA,,
M3X4R7,RRAGA,,
G3TMB1,RRAGA,,
,RRAGA,,
G1SJV2,RRAGA,,
,RRAGA,,
,RRAGA,,
,RRAGA,,
I3MAT5,Rraga,,
Q0VD29,RRAGC,,
E2QY04,RRAGC,,
Q502N9,rragca,rragc|zgc:111971,Ras-related GTP binding Ca
Q5ZLN9,RRAGC,,Ras-related GTP binding C
F7H1S0,RRAGC,,
,RRAGC,,
Q99K70,Rragc,AU041672|Gtr2|RAGC|TIB929|YGR163W,Ras-related GTP binding C
G1PEI9,RRAGC,,
,RRAGC,,
Q0D2L6,Rragc,,Ras-related GTP binding C
Q28DJ0,rragc,gtr2|ragc,Ras-related GTP binding C
H0VAH5,Rragc,,
,RRAGC,,
,RRAGC,,
,RRAGC,,
,RRAGC,,
,RRAGC,,
,RRAGC,,
,RRAGC,,
,RRAGC,,
H0XBF4,RRAGC,,
H2MIJ0,rragc,,
,RRAGC,,
,RRAGC,,
,Rragc,,
H2TEY5,rragc,,
E1BK97,RRAGD,,
,RRAGD,,
F1QIB5,rragd,zgc:162165,ras-related GTP binding D
,RRAGD,,
,RRAGD,,
F6Q6M0,RRAGD,,
B1AWT2,Q7TT45,Rragd,5730543C08Rik|AI467523|C030003H22Rik|D4Ertd174e,Ras-related GTP binding D
,RRAGD,,
H2QTE5,RRAGD,,
B2RZ38,Rragd,,Ras-related GTP binding D
Q0VFL0,rragd,ba11d8.2.1|ragd|rragc,Ras-related GTP binding D
,Rragd,,
,RRAGD,,
,RRAGD,,
,RRAGD,,
,RRAGD,,
G3SXA1,RRAGD,,
,RRAGD,,
,RRAGD,,
H0WUS9,RRAGD,,
,RRAGD,,
,RRAGD,,
,Rragd,,
Q5E9Y2,STX17,,
E2R1A7,STX17,,
F1QFP8,Q5U3U5,stx17,zgc:101617,syntaxin 17
F1NG31,Q5ZKI5,STX17,syntaxin-17,syntaxin 17
F6VSJ7,STX17,,
,STX17,,
Q9D0I4,Stx17,4833418L03Rik|6330411F21Rik|9030425C21Rik|AW048351,syntaxin 17
G1PIY0,STX17,,
H2QXK8,STX17,,
Q9Z158,Stx17,,syntaxin 17
H0VC60,Stx17,,
,STX17,,
,STX17,,
,STX17,,
,STX17,,
G3THW3,STX17,,
,STX17,,
F6TQR4,STX17,,
G1SLB3,STX17,,
,STX17,,
,stx17,,
,STX17,,
,STX17,,
I3MEV1,Stx17,,
,stx17,,
Q3ZBT5,STX7,,
E2R4Q2,STX7,,
A0A0A0MPL4,stx7l,si:dkey-7c18.2,syntaxin 7-like
Q5ZMP2,STX7,syntaxin-7,syntaxin 7
F7ATP9,STX7,syntaxin-7,
F7E0Z1,STX7,,
Q8BH40,Stx7,AI315064|AI317144|AW107239|Syn7,syntaxin 7
G1P241,STX7,,
H2QTR3,STX7,,
O70257,Stx7,,syntaxin 7
F6VQZ5,stx7,,syntaxin 7
,Stx7,,
,STX7,,
,STX7,,
,STX7,,
M3VY88,STX7,,
G3SPP2,STX7,,
,STX7,,
F7E0A0,STX7,,
G1T6Q9,STX7,,
,STX7,,
H2MUZ3,stx7,,
,STX7,,
,STX7,,
I3N0J8,Stx7,,
,stx7,,
Q3T075,STX8,,
,STX8,,
Q7T361,stx8,zgc:64079,syntaxin 8
Q5ZKK9,STX8,syntaxin-8,syntaxin 8
F6XAN6,STX8,syntaxin-8,
F7GER2,STX8,,
O88983,Stx8,0610007H08Rik|1110002H11Rik|4930571E13Rik|CARB,syntaxin 8
,STX8,,
H2QC91,STX8,,
Q9Z2Q7,Stx8,,syntaxin 8
Q28GV7,stx8,,syntaxin 8
H0UXS6,Stx8,,
,STX8,,
,STX8,,
,STX8,,
G3STU9,STX8,,
,STX8,,
,STX8,,
,STX8,,
,stx8,,
,STX8,,
,STX8,,
,Stx8,,
H2UAC5,stx8,,
A6H7I8,TBC1D14,,
F1P6H8,TBC1D14,,
E7F9B3,tbc1d14,si:dkey-120m5.1|wu:fi35h01|wu:fi42a03,TBC1 domain family, member 14
F1N9A8,TBC1D14,,TBC1 domain family, member 14
,TBC1D14,,
F6PM89,TBC1D14,,
E9PYB1,E9Q8K4,G3UVU5,Q5U224,Q76LY3,Q8CGA2,Q921M0,Tbc1d14,2810413P16Rik|AU043625|C86258|D5Ertd110e|mKIAA1322,TBC1 domain family, member 14
G1PH14,TBC1D14,,
H2QP68,K7BKJ0,TBC1D14,,
A0A0G2K2K3,A0A0G2K7D5,G3V9P9,Q5CD77,Tbc1d14,SRF-2|UR-NR#2,TBC1 domain family, member 14
,tbc1d14,,TBC1 domain family member 14
H0VFV5,Tbc1d14,,
,TBC1D14,,
,TBC1D14,,
,TBC1D14,,
M3WCK4,TBC1D14,,
,TBC1D14,,
,TBC1D14,,
,TBC1D14,,
,tbc1d14,,
,TBC1D14,,
,TBC1D14,,
,tbc1d14,,
,TBC1D25,,
J9PAY6,TBC1D25,,
B0S696,tbc1d25,im:7137114|si:dkeyp-22b2.2,TBC1 domain family, member 25
,TBC1D25,,TBC1 domain family member 25
F7H892,TBC1D25,,
,TBC1D25,,
A1A5B6,A2VCT6,E9PWX7,S4R2S6,Tbc1d25,6330576A08Rik|DXHXS7927e|Oatl1,TBC1 domain family, member 25
,TBC1D25,,
,TBC1D25,,
B1WBS1,Tbc1d25,Oatl1|RGD1559711,TBC1 domain family, member 25
,tbc1d25,,TBC1 domain family member 25
,Tbc1d25,,
,TBC1D25,,
,TBC1D25,,
,TBC1D25,,
M3W9S4,TBC1D25,,
,TBC1D25,,
,TBC1D25,,
,TBC1D25,,
,TBC1D25,,
,TBC1D25,,
,tbc1d25,,
,TBC1D25,,
,TBC1D25,,
,Tbc1d25,,
,tbc1d25,,
Q5E9C4,TBC1D7,,
E2RHD8,TBC1D7,,
F1QRX7,tbc1d7,zgc:73291,TBC1 domain family, member 7
E1BYH9,TBC1D7,,TBC1 domain family member 7
G7MQR4,TBC1D7,,
F7DPC6,TBC1D7,,
Q9D0K0,Tbc1d7,2610009C09Rik,TBC1 domain family, member 7
G1NW04,TBC1D7,,
H2QSB2,K6ZCU9,TBC1D7,,
D4AAY4,Tbc1d7,,TBC1 domain family, member 7
F6UMY3,tbc1d7,pig51,TBC1 domain family member 7
H0VN44,Tbc1d7,,
,TBC1D7,,
,TBC1D7,,
,TBC1D7,,
M3WKW9,TBC1D7,,
,TBC1D7,,
,TBC1D7,,
F7D8C3,TBC1D7,,
G1T2E1,TBC1D7,,
H0X493,TBC1D7,,
,tbc1d7,,
,TBC1D7,,
,TBC1D7,,
,Tbc1d7,,
,tbc1d7,,
Q17QI1,TRAPPC1,,
E2RTE6,TRAPPC1,,
F1QJL7,Q6DGD9,trappc1,zgc:100969,trafficking protein particle complex 1
F6Z280,TRAPPC1,,
F7G005,TRAPPC1,,
Q14BF8,Q5NCF2,Trappc1,BET5|D11Ertd172e|MUM2,trafficking protein particle complex 1
G1PQJ6,TRAPPC1,,
H2QC63,TRAPPC1,,
Q2KMM2,Trappc1,,trafficking protein particle complex 1
Q642T1,trappc1,bet5|mum2,trafficking protein particle complex 1
H0UXL1,Trappc1,,
,TRAPPC1,,
,TRAPPC1,,
,TRAPPC1,,
M3WYU8,TRAPPC1,,
G3SLW3,TRAPPC1,,
,TRAPPC1,,
F6VI35,TRAPPC1,,
G1TDG9,TRAPPC1,,
H0XPB8,TRAPPC1,,
H2LBU5,trappc1,,
,TRAPPC1,,
,TRAPPC1,,
I3MVG2,Trappc1,,
,trappc1,,
Q3T0F2,TRAPPC2,,
A0A0A0MPC5,TRAPPC2,,
B2GS81,Q08CN0,trappc2,zgc:152903,trafficking protein particle complex 2
Q5ZKP4,TRAPPC2,,trafficking protein particle complex 2
F7BY58,TRAPPC2,,
F6XCN5,TRAPPC2,,
A2AFP1,Q5J9A9,Q9CQP2,Trappc2,1110066L09Rik|1810064C02Rik|AW496358|MIP-2A|Sedl|TRS20,trafficking protein particle complex 2
G1PL13,TRAPPC2,,
Q5BJL8,Trappc2,RGD1306925,trafficking protein particle complex 2
Q28IG8,trappc2,,trafficking protein particle complex 2
,Trappc2,,
,TRAPPC2,,
,TRAPPC2,,
,TRAPPC2,,
M3X8U7,TRAPPC2,,
G3TD54,TRAPPC2,,
,TRAPPC2,,
F7E1A7,TRAPPC2,,
,TRAPPC2,,
H2MU25,trappc2,,
,TRAPPC2,,
,TRAPPC2,,
I3NDE6,Trappc2,,
H2TB87,trappc2,,
Q0VCI0,TRAPPC3,,
E2QWX5,TRAPPC3,,
Q6DC31,trappc3,zgc:101005,trafficking protein particle complex 3
Q5ZI57,TRAPPC3,,trafficking protein particle complex 3
F7A3R2,TRAPPC3,,
F6Z8A6,K7E5X4,TRAPPC3,,
O55013,Q3U9K9,Trappc3,1110058K12Rik|AI835942|AU019197|Bet3,trafficking protein particle complex 3
G1NX64,TRAPPC3,,
H2PYN0,TRAPPC3,,
Q5U1Z2,Trappc3,,trafficking protein particle complex 3
Q5BKN1,trappc3,bet3,trafficking protein particle complex 3
H0UU66,Trappc3,,
,TRAPPC3,,
,TRAPPC3,,
,TRAPPC3,,
M3WZM9,TRAPPC3,,
G3T4H0,TRAPPC3,,
,TRAPPC3,,
,TRAPPC3,,
G1T0H7,TRAPPC3,,
H0XI35,TRAPPC3,,
H2LKN9,trappc3,,
,TRAPPC3,,
,TRAPPC3,,
I3MF59,Trappc3,,
H2UTE5,trappc3,,
Q2TBL9,TRAPPC4,,
E2RSA9,TRAPPC4,,
Q6PBT2,trappc4,zgc:73260,trafficking protein particle complex 4
Q5ZHS6,TRAPPC4,,trafficking protein particle complex 4
F6XVG6,TRAPPC4,,
F7GJ67,TRAPPC4,,
Q544R8,Q9ES56,Trappc4,1500017G03Rik|AI303617|HSPC172|PTD009|Sbd|Sbdn|Sdcbp2|TRS23,trafficking protein particle complex 4
G1P351,TRAPPC4,,
H2Q4X4,TRAPPC4,,
A0A0G2JX69,Q69BT7,Trappc4,Sbdn,trafficking protein particle complex 4
B2RYX4,trappc4,cgi-104|hspc172|ptd009|sbdn|trs23,trafficking protein particle complex 4
H0VNE8,Trappc4,,
,TRAPPC4,,
,TRAPPC4,,
,TRAPPC4,,
M3VW28,TRAPPC4,,
G3TI94,TRAPPC4,,
,TRAPPC4,,
,TRAPPC4,,
,TRAPPC4,,
H0WVY4,TRAPPC4,,
H2MCX7,trappc4,,
,TRAPPC4,,
,TRAPPC4,,
I3MMQ8,Trappc4,,
,trappc4,,
F1MSD6,Q2NL13,TRAPPC5,,
E2RBU4,TRAPPC5,,
Q6DGL5,trappc5,wu:fc34a11|zgc:92866,trafficking protein particle complex 5
Q5F359,TRAPPC5,,trafficking protein particle complex 5
F7FYK3,TRAPPC5,,
Q9CQA1,Trappc5,4021401A16Rik|TRS31,trafficking protein particle complex 5
H2QF70,TRAPPC5,,
B0BNE3,Trappc5,RGD1563971,trafficking protein particle complex 5
Q28C11,trappc5,,trafficking protein particle complex 5
H0VZG6,Trappc5,,
,TRAPPC5,,
,TRAPPC5,,
,TRAPPC5,,
,TRAPPC5,,
G3SX13,TRAPPC5,,
,TRAPPC5,,
,TRAPPC5,,
,TRAPPC5,,
H0XJG7,TRAPPC5,,
H2MP13,trappc5,,
,TRAPPC5,,
,TRAPPC5,,
I3N5Q9,Trappc5,,
H2S1Q9,trappc5,,
Q3T086,TRAPPC6A,,
J9P7K2,TRAPPC6A,,
F6U749,TRAPPC6A,,
,TRAPPC6A,,
Q78XR0,Trappc6a,1810073E21Rik|4930519D19Rik|AI480686|TRS33|mhyp,trafficking protein particle complex 6A
,TRAPPC6A,,
,TRAPPC6A,,
,Trappc6a,RGD1309160,trafficking protein particle complex 6A
Q6NVQ4,trappc6a,hspc289|trs33,trafficking protein particle complex 6A
,Trappc6a,,
,TRAPPC6A,,
,TRAPPC6A,,
,TRAPPC6A,,
,TRAPPC6A,,
G3T8N9,TRAPPC6A,,
,TRAPPC6A,,
,TRAPPC6A,,
,TRAPPC6A,,
H0XNR3,TRAPPC6A,,
,TRAPPC6A,,
,TRAPPC6A,,
I3MD05,Trappc6a,,
,TRAPPC8,,
,TRAPPC8,,
,trappc8,,
,TRAPPC8,,trafficking protein particle complex 8
G7NKK1,TRAPPC8,,
,TRAPPC8,,
E9PWG2,E9PY51,Q69ZT3,Q8BJI6,Trappc8,5033403J15Rik|AI845423|D030074E01Rik|Trs85|mKIAA1012,trafficking protein particle complex 8
,TRAPPC8,,
H2QEE8,TRAPPC8,,
Q0IHS7,trappc8,kiaa1012,trafficking protein particle complex 8
,Trappc8,,
,TRAPPC8,,
,TRAPPC8,,
,TRAPPC8,,
,TRAPPC8,,
,TRAPPC8,,
,TRAPPC8,,
,TRAPPC8,,
G1T557,TRAPPC8,,
,TRAPPC8,,
,trappc8,,
,TRAPPC8,,
,TRAPPC8,,
,Trappc8,,
,trappc8,,
Q32PH0,TRAPPC9,IBP|NIBP,
E2RLE0,TRAPPC9,NIBP,
,TRAPPC9,NIBP,trafficking protein particle complex 9
,TRAPPC9,,
E9PZ41,E9Q3T8,Q3U0M1,Trappc9,1810044A24Rik|2900005P22Rik|4632408O18Rik|Ibp|Nibp|TRS130|mKIAA1882,trafficking protein particle complex 9
,TRAPPC9,,
H2QWR8,TRAPPC9,NIBP,
,Trappc9,Nibp|RGD1309461,trafficking protein particle complex 9
B5DDW5,trappc9,nibp,trafficking protein particle complex 9
H0V0S5,Trappc9,,
,TRAPPC9,,
,TRAPPC9,,
,TRAPPC9,,
,TRAPPC9,,
,TRAPPC9,,
,TRAPPC9,,
,TRAPPC9,,
,TRAPPC9,,
,trappc9,,
,TRAPPC9,,
,TRAPPC9,,
,Trappc9,,
,trappc9,,
,TRAPPC10,TMEM1,
F1PS37,TRAPPC10,TMEM1,
,trappc10,,
E1C7Y6,TRAPPC10,,trafficking protein particle complex 10
I0FUP3,TRAPPC10,TMEM1,
F6W0E1,TRAPPC10,,
F8VQF9,Trappc10,B230307C21Rik|Gm870|Tmem1,trafficking protein particle complex 10
,TRAPPC10,,
H2QL40,TRAPPC10,TMEM1,
F1MAQ4,Trappc10,Tmem1,trafficking protein particle complex 10
,trappc10,,trafficking protein particle complex 10
,Trappc10,,
,TRAPPC10,,
,TRAPPC10,,
,TRAPPC10,,
,TRAPPC10,,
,TRAPPC10,,
,TRAPPC10,,
F6Q7H4,TRAPPC10,,
,TRAPPC10,,
,TRAPPC10,,
H2M3D4,trappc10,,
,TRAPPC10,,
,TRAPPC10,,
,Trappc10,,
,trappc10,,
Q2KJD2,VAMP3,,
J9P1V7,VAMP3,,
Q6IQK3,vamp3,zgc:86726,vesicle-associated membrane protein 3 (cellubrevin)
,VAMP3,,vesicle-associated membrane protein 3
H9EV65,VAMP3,,
,VAMP3,,
P63024,Vamp3,D130027G05Rik|VAMP-3|ceb,vesicle-associated membrane protein 3
,VAMP3,,
G2HIJ9,VAMP3,,
P63025,Vamp3,,vesicle-associated membrane protein 3
Q28E65,vamp3,ceb|vamp-3,vesicle associated membrane protein 3
,Vamp3,,
,VAMP3,,
,VAMP3,,
,VAMP3,,
,VAMP3,,
,VAMP3,,
,VAMP3,,
,VAMP3,,
,VAMP3,,
,vamp3,,
,VAMP3,,
,VAMP3,,
,Vamp3,,
H2SD25,vamp3,,
,VAMP7,,
E2R5S5,VAMP7,SYBL1,
E9QC42,Q7ZUI1,sybl1,zgc:56506,synaptobrevin-like 1
Q5ZL74,VAMP7,SYBL1,vesicle associated membrane protein 7
F7BZF7,VAMP7,SYBL1,
,VAMP7,,
P70280,Vamp7,Sybl1|TI-VAMP|VAMP-7,vesicle-associated membrane protein 7
G1PL99,VAMP7,,
,VAMP7,,
Q9JHW5,Vamp7,Sybl1,vesicle-associated membrane protein 7
B5DDY9,vamp7,,vesicle associated membrane protein 7
,Vamp7,,
,VAMP7,,
,VAMP7,,
,VAMP7,,
G3TK18,VAMP7,,
,VAMP7,,
F6PGQ8,VAMP7,sybl1,
G1SF35,VAMP7,,
,VAMP7,,
H2M344,vamp7,,
,VAMP7,,
,VAMP7,,
,Vamp7,,
,vamp7,,
P07106,ACBD5,,
,ACBD5,,
Q502L1,acbd5a,zgc:112043,acyl-CoA binding domain containing 5a
Q5ZHQ6,ACBD5,,acyl-CoA binding domain containing 5
,ACBD5,,
,ACBD5,,
E9QNH7,Q5CZX6,Q5XG73,Acbd5,1300014E15Rik,acyl-Coenzyme A binding domain containing 5
,ACBD5,,
H2Q1R8,ACBD5,,
Q640U0,acbd5,,acyl-CoA binding domain containing 5
,Acbd5,,
,ACBD5,,
,ACBD5,,
,ACBD5,,
M3WGY7,ACBD5,,
,ACBD5,,
,ACBD5,,
F6QLI5,ACBD5,,
,ACBD5,,
,ACBD5,,
,acbd5,,
,ACBD5,,
,ACBD5,,
,Acbd5,,
,acbd5,,
P09487,ALPL,TNS-AP,
F1PF95,ALPL,ALP,
E7F9U9,F1Q5B5,alpl,Akp2|alp|zgc:56672,alkaline phosphatase, liver/bone/kidney
Q92058,ALPL,,alkaline phosphatase, liver/bone/kidney
F6W7W1,ALPL,,
F7EGD2,ALPL,,
P09242,Q3TQ02,Alpl,APTNAP|Akp-2|Akp2|TNAP|TNSALP,alkaline phosphatase, liver/bone/kidney
G1NWR9,ALPL,,
,ALPL,,
P08289,Alpl,Akp2|PHOA,alkaline phosphatase, liver/bone/kidney
,alpl,,alkaline phosphatase, liver/bone/kidney
H0V961,Alpl,,
,ALPL,,
,ALPL,,
,ALPL,,
Q29486,ALPL,,
G3UDX4,ALPL,,
,ALPL,,
,ALPL,,
,ALPL,,
,alpl,,
,ALPL,,
,ALPL,,
I3NDP7,Alpl,,
Q8AXY3,alpl,alp,
,EPG5,,
,EPG5,,
A5WUT8,epg5,si:dkey-165i4.3,ectopic P-granules autophagy protein 5 homolog (C. elegans)
F1NI54,EPG5,,ectopic P-granules autophagy protein 5 homolog (C. elegans)
,EPG5,,
,EPG5,,
Q80TA9,Epg5,4732475F16|5430411K18Rik|AI661957|AW456499|mKIAA1632,ectopic P-granules autophagy protein 5 homolog (C. elegans)
,EPG5,,
H2R3Q4,EPG5,,
A0A0G2JZ84,Epg5,RGD1306286,ectopic P-granules autophagy protein 5 homolog (C. elegans)
,epg5,heew1|kiaa1632,ectopic P-granules autophagy protein 5 homolog
,Epg5,,
,EPG5,,
,EPG5,,
,EPG5,,
,EPG5,,
,EPG5,,
,EPG5,,
,EPG5,,
,EPG5,,
,EPG5,,
,epg5,,
,EPG5,,
,EPG5,,
,Epg5,,
,epg5,,
Q2KJ80,VPS33A,,
,VPS33A,,
A0A0R4ID82,vps33a,im:7136893|wu:fc08g01|wu:fc26c10,vacuolar protein sorting 33A
E1BVA6,RP11-512M8.5,VPS33A,Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:H3BMM5]
F7EVM9,VPS33A,,
F7CE04,VPS33A,,
Q9D2N9,Vps33a,3830421M04Rik|AI503300|AW048546|AW554476|bf,VPS33A CORVET/HOPS core subunit
,VPS33A,,
G2HGD1,VPS33A,,
Q3KRF0,Vps33a,r-Vps33a,VPS33A CORVET/HOPS core subunit
Q28F93,vps33a,,VPS33A, CORVET/HOPS core subunit
,Vps33a,,
,VPS33A,,
,VPS33A,,
,VPS33A,,
,VPS33A,,
G3TH22,VPS33A,,
,VPS33A,,
,VPS33A,,
G1SH85,VPS33A,,
H0WTA8,VPS33A,,
,vps33a,,
,VPS33A,,
I3MNU1,Vps33a,,
,vps33a,,
F1N5S9,FUNDC1,,
F1PD16,FUNDC1,,
Q6DH87,fundc1,zgc:92600,FUN14 domain containing 1
E1BWM5,FUNDC1,,FUN14 domain containing 1
F7EH14,FUNDC1,,
F6UIY8,FUNDC1,,
H3BJ77,H3BJZ1,Q9DB70,Fundc1,1500005J14Rik|1810033P05Rik,FUN14 domain containing 1
G1PTA5,FUNDC1,,
H2R4R7,FUNDC1,,
Q5BJS4,Fundc1,,FUN14 domain containing 1
B1H3B1,fundc1,,FUN14 domain containing 1
H0VMM9,Fundc1,,
,FUNDC1,,
,FUNDC1,,
,FUNDC1,,
M3W483,FUNDC1,,
G3TER1,FUNDC1,,
,FUNDC1,,
,FUNDC1,,
U3KPD2,FUNDC1,,
,FUNDC1,,
,fundc1,,
,FUNDC1,,
,FUNDC1,,
I3MVF8,Fundc1,,
H2TWR9,fundc1,,
P19120,HSPA8,HSPA10|Hsc70,
E2R0T6,HSPA8,,
Q6NYR4,hspa8,hsc70|wu:fb01g06|wu:fi48b06,heat shock protein 8
O73885,HSPA8,HSC70,heat shock 70kDa protein 8
F6RLH5,HSPA8,,
F7DC98,HSPA8,,
P63017,Hspa8,2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10,heat shock protein 8
G1P3B7,HSPA8,,
,HSPA8,,
P63018,Hspa8,Hsc70,heat shock protein family A (Hsp70) member 8
,hspa8,hsc54|hsc70|hsc71|hsp71|hsp73|hspa10|lap1|nip71,heat shock protein family A (Hsp70) member 8
H0V2J1,Hspa8,,
,HSPA8,,
,HSPA8,,
M3VW17,HSPA8,,
G3TW77,HSPA8,,
,HSPA8,,
,HSPA8,,
,HSPA8,,
,HSPA8,,
,HSPA8,,
,HSPA8,,
I3M2W9,Hspa8,,
,hspa8,,
G3MXJ5,Q3SZJ7,LAMP2,,
E2RNJ1,E2RNJ3,LAMP2,,
Q5BKX3,lamp2,fb14a06|sb:cb587|wu:fb14a06|zgc:103532,lysosomal-associated membrane protein 2
Q90617,LAMP2,,lysosomal-associated membrane protein 2
F6TJH8,F7BCK9,F7BCN1,LAMP2,,
F6W221,LAMP2,,
P17047,Q8C5K0,Lamp2,CD107b|LGP-B|Lamp II|Lamp-2|Lamp-2a|Lamp-2b|Lamp-2c|Mac3,lysosomal-associated membrane protein 2
,LAMP2,,
,LAMP2,,
Q6P6W1,Lamp2,,lysosomal-associated membrane protein 2
B1H1Z7,Q0VFQ3,lamp2,cd107b|lamp-2|lampb,lysosomal-associated membrane protein 2
,Lamp2,,
,LAMP2,,
,LAMP2,,
,LAMP2,,
,LAMP2,,
,LAMP2,,
,LAMP2,,
,LAMP2,,
G1TMZ6,LAMP2,,
,LAMP2,,
,lamp2,,
,LAMP2,,
,LAMP2,,
,Lamp2,,
,lamp2,,
Q08E63,LRSAM1,,
J9P525,LRSAM1,,
A2CF42,lrsam1,si:ch211-208h16.3,leucine rich repeat and sterile alpha motif containing 1
,LRSAM1,,leucine rich repeat and sterile alpha motif containing 1
G7NEP3,LRSAM1,,
,LRSAM1,,
Q80ZI6,Lrsam1,,leucine rich repeat and sterile alpha motif containing 1
,LRSAM1,,
H2R2D9,LRSAM1,,
,Lrsam1,RGD1564403,leucine rich repeat and sterile alpha motif containing 1
,lrsam1,rifle|tal,leucine rich repeat and sterile alpha motif containing 1
H0VPI4,Lrsam1,,
,LRSAM1,,
,LRSAM1,,
,LRSAM1,,
,LRSAM1,,
G3TJC2,LRSAM1,,
,LRSAM1,,
,LRSAM1,,
,LRSAM1,,
H0X0R7,LRSAM1,,
,lrsam1,,
,LRSAM1,,
,LRSAM1,,
I3M621,Lrsam1,,
,lrsam1,,
A5D7U7,MAPK8IP1,,
,MAPK8IP1,,
F1QJ54,mapk8ip1,,
,MAPK8IP1,,mitogen-activated protein kinase 8 interacting protein 1
,MAPK8IP1,,
,MAPK8IP1,,
Q3UI81,Q6GQW8,Q9WVI9,Mapk8ip1,IB1|JIP-1|Jip1|Prkm8ip|Skip|mjip-2a,mitogen-activated protein kinase 8 interacting protein 1
G1PQP2,MAPK8IP1,,
H2Q3H1,MAPK8IP1,,
Q9R237,Mapk8ip1,JIP1|Jip-1|Mapk8ip,mitogen-activated protein kinase 8 interacting protein 1
,mapk8ip1,,mitogen-activated protein kinase 8 interacting protein 1
,Mapk8ip1,,
,MAPK8IP1,,
,MAPK8IP1,,
,MAPK8IP1,,
,MAPK8IP1,,
,MAPK8IP1,,
,MAPK8IP1,,
,MAPK8IP1,,
H0X773,MAPK8IP1,,
,mapk8ip1,,
,MAPK8IP1,,
,MAPK8IP1,,
,Mapk8ip1,,
,mapk8ip1,,
Q08DG0,NRBF2,,
J9P289,NRBF2,,
Q6DHJ4,nrbf2b,nrbf2|wu:fb26d03|wu:fm80e07|zgc:92273,nuclear receptor binding factor 2b
F1N9F2,NRBF2,RBF-2,nuclear receptor binding factor 2
F7F8C9,NRBF2,,
F6XYI2,NRBF2,,
Q8VCQ3,Nrbf2,NRBF-2,nuclear receptor binding factor 2
,NRBF2,,
H2RB79,NRBF2,,
Q9QYK3,Nrbf2,,nuclear receptor binding factor 2
Q0VFU5,nrbf2,,nuclear receptor binding factor 2
,Nrbf2,,
,NRBF2,,
,NRBF2,,
,NRBF2,,
M3WTE6,NRBF2,,
G3T067,NRBF2,,
,NRBF2,,
,NRBF2,,
G1SRZ9,NRBF2,,
,NRBF2,,
,nrbf2,,
,NRBF2,,
,NRBF2,,
I3MH54,Nrbf2,,
,nrbf2,,
Q58D24,SIDT2,,
,SIDT2,,
F1RBH4,sidt2,sb:cb320|wu:fj10c08,SID1 transmembrane family, member 2
,SIDT2,,SID1 transmembrane family, member 2
,SIDT2,,
F6UB87,SIDT2,,
Q3U1L8,Q8CIF6,Sidt2,B930096O19|BC023957|CGI-40,SID1 transmembrane family, member 2
,SIDT2,,
H2Q4U5,K6ZSA7,SIDT2,,
A0A0A0MP80,D3ZEH5,Sidt2,RGD1308311,SID1 transmembrane family, member 2
,sidt2,,SID1 transmembrane family member 2
,Sidt2,,
,SIDT2,,
,SIDT2,,
,SIDT2,,
,SIDT2,,
,SIDT2,,
,SIDT2,,
,SIDT2,,
,SIDT2,,
,sidt2,,
,SIDT2,,
,SIDT2,,
I3MGJ0,Sidt2,,
,sidt2,,
Q1RMV0,PEX5,,
E2RND5,PEX5,,
E7FGF7,Q7ZUZ1,pex5,PXR1|zgc:56318,peroxisomal biogenesis factor 5
